상품상태,카테고리ID,상품명,판매가,재고수량,대표 이미지 파일명,상품 상세정보,판매자 상품코드,제조사,브랜드,부가세,원산지 직접입력,배송방법,배송비 유형,기본배송비,배송비 결제방식,반품배송비,교환배송비,지역별 차등배송비 정보,옵션형태,대카테고리,중카테고리,소카테고리
신상품,56815852,양도양수 믹서 스탠다드 4181,2245122,729,2152922238_ijLrOafyYv_1756948883_img68.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 믹서, 220V, 소비전력 0.5kW, 크기 200x200x400mm</div>",CH4099471,브레빌,브레빌,과세상품,미국,"택배, 소포, 등기",유료,0,착불 또는 선결제,3000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,계약관리,믹서
렌탈상품,52354863,렌탈 제빙기 프리미엄 8602,4047361,302,1832944198_YeXnaDTgbw_1756948883_img54.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH2299846,네스프레소,네스프레소,과세상품,독일,"택배, 소포, 등기",유료,10000,착불 또는 선결제,10000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,렌탈서비스,제빙기
렌탈상품,52918709,렌탈 전자레인지 스탠다드 3685,2831294,153,6356469758_rChBgkcuhZ_1756948883_img16.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 전자레인지, 220V, 소비전력 1.0kW, 크기 500x300x300mm</div>",CH7428977,LG,LG,과세상품,수입산_아시아_중국,화물배송,유료,12000,착불 또는 선결제,3000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,전자레인지
신상품,57677746,양도양수 커피머신 스탠다드 5375,4152306,400,1505279373_nKKsPbyhNA_1756948883_img86.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH5480114,보쉬,보쉬,과세상품,중국,"택배, 소포, 등기",유료,5000,착불 또는 선결제,3000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,렌탈서비스,커피머신
중고상품,59193404,렌탈계약 프리미엄 6778,4662656,367,8881908374_jRTUFnnGFC_1756948883_img52.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 렌탈계약, 렌탈 계약서, 계약 기간 1-5년</div>",CH3764091,브레빌,브레빌,과세상품,이탈리아,"택배, 소포, 등기",유료,12000,착불 또는 선결제,3000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,계약관리,렌탈계약
중고상품,55478183,양도양수 믹서 스탠다드 3116,1218153,531,1220711716_InYFdbzRoA_1756948883_img16.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 믹서, 220V, 소비전력 0.5kW, 크기 200x200x400mm</div>",CH1751916,삼성,삼성,과세상품,미국,"택배, 소포, 등기",무료,12000,선결제,0,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,렌탈서비스,믹서
렌탈상품,56593730,렌탈 전자레인지 스탠다드 8476,4572810,377,7538276485_qHeDBAsWnT_1756948883_img25.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 전자레인지, 220V, 소비전력 1.0kW, 크기 500x300x300mm</div>",CH1441097,네스프레소,네스프레소,과세상품,대한민국,화물배송,무료,12000,선결제,0,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,렌탈서비스,전자레인지
중고상품,52507955,양도양수 오븐 스탠다드 9126,2982026,821,4377061507_jWJcOjYbzc_1756948883_img99.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 오븐, 220V, 소비전력 3.5kW, 크기 1200x800x600mm</div>",CH1769927,LG,LG,과세상품,수입산_아시아_중국,직배송,수량별,15000,착불 또는 선결제,3000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,렌탈서비스,오븐
신상품,52147636,식기세척기 스탠다드 3692,1706494,752,2033762506_mXyEwzNRcE_1756948883_img88.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH3417057,LG,LG,과세상품,중국,"택배, 소포, 등기",무료,3000,선결제,15000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,유지보수,식기세척기
중고상품,52383328,제빙기 스탠다드 8185,2776799,904,7759978679_gqpBpUFKNM_1756948883_img45.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH1756073,델롱기,델롱기,과세상품,중국,화물배송,수량별,12000,착불 또는 선결제,5000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,유지보수,제빙기
중고상품,50683336,제빙기 프리미엄 8742,4948081,226,7444007526_jwYvyWomnQ_1756948883_img99.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH1587618,보쉬,보쉬,과세상품,일본,화물배송,유료,10000,착불 또는 선결제,3000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,양도양수,제빙기
신상품,56754483,토스터 스탠다드 1515,4433192,673,8614017930_DciBjBGtFZ_1756948883_img28.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 토스터, 220V, 소비전력 0.9kW, 크기 300x200x200mm</div>",CH8004708,보쉬,보쉬,과세상품,미국,"택배, 소포, 등기",수량별,10000,착불 또는 선결제,3000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,가정용기기,토스터
렌탈상품,51526208,렌탈 렌탈계약 프리미엄 1687,4799895,408,9749496203_oMAaRuEdWP_1756948883_img83.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 렌탈계약, 렌탈 계약서, 계약 기간 1-5년</div>",CH3850552,LG,LG,과세상품,이탈리아,직배송,유료,15000,착불 또는 선결제,15000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,계약관리,렌탈계약
신상품,57992329,오븐 프리미엄 4876,3383235,878,4695954736_NawvhZsCaA_1756948883_img10.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 오븐, 220V, 소비전력 3.5kW, 크기 1200x800x600mm</div>",CH7190761,키친에이드,키친에이드,과세상품,이탈리아,직배송,무료,15000,선결제,15000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,유지보수,오븐
렌탈상품,58615505,렌탈 믹서 프리미엄 5402,1690767,583,6560334874_pPavVbLYmz_1756948883_img27.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 믹서, 220V, 소비전력 0.5kW, 크기 200x200x400mm</div>",CH3387691,보쉬,보쉬,과세상품,중국,화물배송,유료,10000,착불 또는 선결제,3000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,렌탈서비스,믹서
신상품,59172581,제빙기 스탠다드 1568,3540481,801,1142292775_oYTjUlCApO_1756948883_img10.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH7284770,LG,LG,과세상품,이탈리아,"택배, 소포, 등기",수량별,10000,착불 또는 선결제,0,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,상업용기기,제빙기
중고상품,58697031,양도양수 전자레인지 프리미엄 8840,4204196,155,9001377012_gjijgzemxZ_1756948883_img54.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 전자레인지, 220V, 소비전력 1.0kW, 크기 500x300x300mm</div>",CH4701696,브레빌,브레빌,과세상품,독일,화물배송,무료,3000,선결제,15000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,양도양수,전자레인지
신상품,52950256,양도 스탠다드 7154,3894986,923,7881709092_boXVyYcHUy_1756948883_img64.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 양도, 양도양수 계약서, 계약 양도 가능</div>",CH1753617,델롱기,델롱기,과세상품,일본,"택배, 소포, 등기",수량별,12000,착불 또는 선결제,5000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,계약관리,양도
렌탈상품,51843911,렌탈 커피머신 프리미엄 2911,1208879,97,2179305780_OOnrAfQwwl_1756948883_img92.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH7667433,델롱기,델롱기,과세상품,독일,렌탈배송,수량별,5000,착불 또는 선결제,0,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,커피머신
중고상품,55540994,식기세척기 스탠다드 8852,4820955,13,8274629103_cxIPHXdXmO_1756948883_img89.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH7492858,키친에이드,키친에이드,과세상품,일본,화물배송,수량별,5000,착불 또는 선결제,0,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,계약관리,식기세척기
중고상품,59517259,양도양수 믹서 스탠다드 2676,109746,111,5134229456_tlNNnQstuF_1756948883_img38.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 믹서, 220V, 소비전력 0.5kW, 크기 200x200x400mm</div>",CH4263505,보쉬,보쉬,과세상품,일본,"택배, 소포, 등기",유료,12000,착불 또는 선결제,0,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,양도양수,믹서
중고상품,56633844,양도양수 냉장고 스탠다드 8548,2527076,381,8664496943_VTDurzyJDb_1756948883_img56.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH4188953,보쉬,보쉬,과세상품,이탈리아,"택배, 소포, 등기",유료,5000,착불 또는 선결제,0,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,상업용기기,냉장고
중고상품,56265217,양도양수 블렌더 프리미엄 7628,3250976,63,2834164200_bIhkuDQOYP_1756948883_img28.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 블렌더, 220V, 소비전력 0.7kW, 크기 200x200x450mm</div>",CH9804933,LG,LG,과세상품,일본,화물배송,수량별,3000,착불 또는 선결제,15000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,상업용기기,블렌더
신상품,59621944,양도양수 스팀오븐 프리미엄 4426,1784508,638,9477432833_aeYuazyZom_1756948883_img88.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 스팀오븐, 220V, 소비전력 3.8kW, 크기 1200x800x700mm</div>",CH3599230,삼성,삼성,과세상품,일본,직배송,유료,3000,착불 또는 선결제,3000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,스팀오븐
신상품,54519348,양도양수 그릴 프리미엄 1983,2631580,420,8868262880_fZmCpVsenT_1756948883_img21.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH2353213,쿠진아트,쿠진아트,과세상품,수입산_아시아_중국,화물배송,무료,5000,선결제,3000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,그릴
중고상품,56216569,양도 스탠다드 2760,4130938,837,9629382258_YTyFfynHrJ_1756948883_img43.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 양도, 양도양수 계약서, 계약 양도 가능</div>",CH3227228,삼성,삼성,과세상품,일본,화물배송,수량별,5000,착불 또는 선결제,0,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,렌탈서비스,양도
중고상품,52702276,식기세척기 프리미엄 6041,2513165,712,1035028342_NOWIxpeZlP_1756948883_img95.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH7832641,키친에이드,키친에이드,과세상품,대한민국,렌탈배송,무료,12000,선결제,15000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,렌탈서비스,식기세척기
렌탈상품,51764110,렌탈 식기세척기 스탠다드 4936,3059072,250,3669518160_EgderCleep_1756948883_img33.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH1689710,네스프레소,네스프레소,과세상품,대한민국,직배송,수량별,10000,착불 또는 선결제,3000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,렌탈서비스,식기세척기
렌탈상품,53288709,렌탈 그릴 프리미엄 6892,594335,139,9107967275_XfFDyzdEVN_1756948883_img11.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH3917279,네스프레소,네스프레소,과세상품,이탈리아,렌탈배송,수량별,3000,착불 또는 선결제,3000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,그릴
렌탈상품,52227385,렌탈 식기세척기 스탠다드 1359,1120875,901,1243168885_VjmtACJnob_1756948883_img96.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH7242672,보쉬,보쉬,과세상품,대한민국,화물배송,무료,15000,선결제,3000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,계약관리,식기세척기
