회원ID,나이,성별,거주지,테니스_경험_연수,주_이용_시간대,선호_코치_스타일,선호_레슨_방식,경기_빈도,최근_경기_성적,선호_훈련_목표,선호_테니스_센터_유형,모바일_앱_사용_빈도,소비_성향
M761,48,M,대구 수성구,3-5년,주말 저녁,동기부여 중심,그룹,주 2회,,취미 유지,야외 코트,주 1회 미만,10-30만 원
M762,40,F,대전 유성구,1-3년,주말 오전,엄격한 피드백,그룹,주 2회,,대회 준비,시설 완비,주 1회 미만,10만 원 미만
M763,40,M,대구 달서구,1-3년,평일 오후,엄격한 피드백,1:1,월 2-3회,3승 3패,실력 향상,야외 코트,주 1-2회,30만 원 이상
M764,26,F,인천 연수구,3-5년,평일 오후,친절한 지도,1:1,주 1회,,체력 증진,실내 코트,주 1회 미만,30만 원 이상
M765,40,M,경기 성남시,3-5년,평일 오후,엄격한 피드백,1:1,월 1회 미만,,실력 향상,시설 완비,매일,10-30만 원
M766,27,F,대전 서구,3-5년,평일 저녁,엄격한 피드백,그룹,주 1회,1승 3패,체력 증진,시설 완비,미사용,30만 원 이상
M767,49,F,서울 영등포구,3-5년,주말 저녁,친절한 지도,그룹,월 1회 미만,,실력 향상,시설 완비,미사용,10-30만 원
M768,12,M,경기 용인시,1-3년,주말 저녁,엄격한 피드백,1:1,주 2회,3승 0패,취미 유지,접근성,매일,30만 원 이상
M769,43,M,서울 서초구,1-3년,평일 오후,엄격한 피드백,온라인,주 1회,,실력 향상,시설 완비,매일,10만 원 미만
M770,36,F,경기 성남시,0-1년,평일 저녁,동기부여 중심,그룹,월 1회 미만,0승 3패,실력 향상,실내 코트,주 1회 미만,10-30만 원
M771,46,F,경기 용인시,0-1년,평일 저녁,동기부여 중심,1:1,월 1회 미만,0승 2패,실력 향상,야외 코트,매일,10-30만 원
M772,35,M,서울 영등포구,5년 이상,평일 오후,엄격한 피드백,그룹,주 1회,,체력 증진,실내 코트,미사용,10만 원 미만
M773,21,F,경기 용인시,3-5년,평일 오후,엄격한 피드백,1:1,월 2-3회,1승 2패,실력 향상,실내 코트,주 1-2회,10만 원 미만
M774,37,M,서울 마포구,5년 이상,평일 저녁,친절한 지도,그룹,월 1회 미만,0승 0패,대회 준비,접근성,주 1회 미만,10-30만 원
M775,46,M,서울 송파구,0-1년,평일 저녁,친절한 지도,그룹,주 1회,,취미 유지,야외 코트,미사용,10만 원 미만
M776,45,M,경기 성남시,1-3년,주말 오전,동기부여 중심,그룹,주 2회,,실력 향상,야외 코트,주 1-2회,10만 원 미만
M777,23,M,인천 남동구,5년 이상,주말 저녁,엄격한 피드백,1:1,월 1회 미만,3승 3패,실력 향상,시설 완비,주 1-2회,10만 원 미만
M778,32,F,서울 송파구,1-3년,주말 오전,동기부여 중심,온라인,주 2회,,대회 준비,시설 완비,미사용,10-30만 원
M779,36,M,서울 송파구,3-5년,평일 오전,친절한 지도,그룹,주 1회,0승 2패,취미 유지,실내 코트,주 1회 미만,10만 원 미만
M780,46,F,서울 송파구,3-5년,평일 오전,친절한 지도,그룹,월 1회 미만,3승 2패,대회 준비,실내 코트,주 1-2회,10만 원 미만
M781,37,기타,서울 영등포구,3-5년,평일 오후,친절한 지도,그룹,주 1회,,대회 준비,미입력,매일,10만 원 미만
M782,35,F,경기 용인시,0-1년,주말 오전,친절한 지도,온라인,월 2-3회,1승 1패,대회 준비,실내 코트,매일,10-30만 원
M783,39,M,인천 남동구,0-1년,평일 오전,미입력,그룹,월 1회 미만,1승 1패,체력 증진,접근성,주 1회 미만,10만 원 미만
M784,34,M,인천 남동구,0-1년,주말 오전,엄격한 피드백,1:1,월 1회 미만,3승 3패,취미 유지,미입력,주 1-2회,30만 원 이상
M785,37,F,서울 서초구,3-5년,평일 오후,엄격한 피드백,그룹,월 2-3회,3승 2패,체력 증진,실내 코트,주 1-2회,10만 원 미만
M786,33,F,부산 해운대구,5년 이상,평일 오후,친절한 지도,그룹,월 2-3회,3승 0패,체력 증진,실내 코트,미사용,10-30만 원
M787,37,F,부산 해운대구,5년 이상,주말 오전,엄격한 피드백,1:1,월 1회 미만,,실력 향상,접근성,주 1-2회,30만 원 이상
M788,24,F,인천 연수구,5년 이상,평일 오전,친절한 지도,온라인,주 2회,,취미 유지,실내 코트,주 1-2회,10-30만 원
M789,45,F,서울 서초구,5년 이상,주말 저녁,친절한 지도,1:1,월 2-3회,,취미 유지,실내 코트,매일,30만 원 이상
M790,33,F,강원 원주시,5년 이상,주말 오전,엄격한 피드백,1:1,월 1회 미만,3승 2패,대회 준비,실내 코트,주 1-2회,10-30만 원
M791,32,M,경기 용인시,3-5년,주말 오전,동기부여 중심,그룹,월 2-3회,3승 3패,체력 증진,실내 코트,주 1-2회,10-30만 원
M792,35,M,서울 서초구,5년 이상,주말 오전,엄격한 피드백,그룹,주 1회,2승 1패,체력 증진,접근성,주 1-2회,30만 원 이상
M793,37,M,서울 서초구,0-1년,주말 저녁,친절한 지도,1:1,월 1회 미만,,체력 증진,접근성,매일,10만 원 미만
M794,49,M,서울 송파구,3-5년,평일 오후,친절한 지도,온라인,월 2-3회,0승 0패,취미 유지,접근성,주 1회 미만,30만 원 이상
M795,39,M,경기 용인시,1-3년,평일 오후,동기부여 중심,1:1,주 1회,2승 0패,체력 증진,실내 코트,미사용,30만 원 이상
M796,41,M,서울 강남구,1-3년,평일 저녁,미입력,그룹,월 2-3회,,취미 유지,시설 완비,주 1회 미만,10만 원 미만
M797,24,M,부산 남구,5년 이상,주말 저녁,친절한 지도,그룹,주 2회,,대회 준비,실내 코트,미사용,10만 원 미만
M798,37,M,대구 달서구,3-5년,평일 오후,엄격한 피드백,그룹,월 2-3회,3승 2패,실력 향상,실내 코트,매일,30만 원 이상
M799,41,M,제주 서귀포시,0-1년,평일 저녁,엄격한 피드백,1:1,월 1회 미만,0승 1패,체력 증진,접근성,주 1-2회,30만 원 이상
M800,35,M,강원 원주시,5년 이상,평일 저녁,엄격한 피드백,온라인,월 2-3회,0승 2패,실력 향상,실내 코트,주 1-2회,30만 원 이상
M801,30,F,서울 영등포구,3-5년,주말 오전,친절한 지도,온라인,주 2회,,취미 유지,시설 완비,매일,30만 원 이상
M802,28,F,대구 달서구,0-1년,주말 저녁,동기부여 중심,1:1,주 2회,3승 3패,체력 증진,접근성,주 1회 미만,30만 원 이상
M803,31,F,광주 북구,0-1년,주말 오전,친절한 지도,1:1,주 2회,1승 0패,체력 증진,실내 코트,매일,30만 원 이상
M804,10,M,인천 연수구,1-3년,평일 오후,동기부여 중심,온라인,주 2회,2승 3패,대회 준비,실내 코트,매일,30만 원 이상
M805,52,M,서울 송파구,5년 이상,주말 저녁,동기부여 중심,1:1,월 1회 미만,0승 0패,대회 준비,시설 완비,미사용,10만 원 미만
M806,43,M,서울 서초구,1-3년,평일 저녁,친절한 지도,1:1,주 1회,0승 1패,대회 준비,시설 완비,주 1회 미만,10만 원 미만
M807,33,M,강원 원주시,3-5년,평일 오후,동기부여 중심,온라인,주 1회,3승 1패,실력 향상,실내 코트,주 1회 미만,10-30만 원
M808,49,M,서울 송파구,0-1년,주말 저녁,동기부여 중심,1:1,주 2회,,대회 준비,실내 코트,미사용,10만 원 미만
M809,46,M,대구 달서구,5년 이상,주말 오전,친절한 지도,온라인,주 1회,3승 1패,대회 준비,야외 코트,주 1-2회,10-30만 원
M810,39,M,서울 송파구,5년 이상,주말 오전,친절한 지도,1:1,월 2-3회,3승 3패,대회 준비,시설 완비,주 1회 미만,30만 원 이상
M811,46,F,대구 수성구,5년 이상,주말 저녁,친절한 지도,온라인,주 2회,2승 1패,실력 향상,실내 코트,주 1회 미만,10만 원 미만
M812,13,F,대구 수성구,1-3년,주말 저녁,친절한 지도,그룹,월 1회 미만,1승 0패,대회 준비,시설 완비,미사용,30만 원 이상
M813,21,M,경기 성남시,0-1년,평일 오전,엄격한 피드백,1:1,월 1회 미만,3승 1패,대회 준비,시설 완비,미사용,10만 원 미만
M814,33,F,서울 송파구,3-5년,주말 오전,친절한 지도,온라인,월 2-3회,,체력 증진,시설 완비,매일,10-30만 원
M815,56,F,부산 남구,5년 이상,주말 오전,동기부여 중심,온라인,월 1회 미만,3승 3패,체력 증진,미입력,주 1-2회,10-30만 원
M816,21,F,대구 수성구,5년 이상,평일 오전,엄격한 피드백,1:1,월 1회 미만,0승 1패,체력 증진,접근성,미사용,30만 원 이상
M817,36,M,대구 수성구,1-3년,평일 오후,친절한 지도,온라인,월 1회 미만,,체력 증진,시설 완비,주 1회 미만,10-30만 원
M818,42,F,서울 송파구,0-1년,평일 오전,엄격한 피드백,그룹,주 1회,0승 0패,체력 증진,접근성,미사용,10만 원 미만
M819,35,F,인천 남동구,3-5년,평일 오전,엄격한 피드백,1:1,월 2-3회,,취미 유지,야외 코트,주 1회 미만,10-30만 원
M820,35,F,대전 서구,1-3년,주말 저녁,친절한 지도,그룹,월 2-3회,2승 0패,체력 증진,접근성,주 1회 미만,10만 원 미만
M821,36,M,서울 영등포구,3-5년,주말 오전,친절한 지도,1:1,월 1회 미만,2승 2패,취미 유지,접근성,주 1회 미만,30만 원 이상
M822,38,M,부산 해운대구,0-1년,평일 저녁,친절한 지도,온라인,월 2-3회,2승 3패,체력 증진,시설 완비,매일,10-30만 원
M823,38,F,서울 송파구,1-3년,평일 저녁,엄격한 피드백,1:1,주 1회,2승 1패,취미 유지,야외 코트,주 1회 미만,10-30만 원
M824,31,M,서울 영등포구,1-3년,주말 저녁,동기부여 중심,온라인,주 2회,3승 2패,체력 증진,야외 코트,매일,10만 원 미만
M825,44,F,서울 강남구,5년 이상,주말 저녁,미입력,1:1,월 2-3회,,체력 증진,실내 코트,매일,10만 원 미만
M826,38,M,서울 강남구,3-5년,평일 저녁,엄격한 피드백,온라인,월 2-3회,1승 0패,대회 준비,미입력,매일,30만 원 이상
M827,38,F,대전 유성구,1-3년,주말 저녁,엄격한 피드백,1:1,주 1회,,취미 유지,시설 완비,주 1-2회,10-30만 원
M828,49,F,경기 용인시,5년 이상,평일 오전,미입력,그룹,주 2회,,대회 준비,시설 완비,매일,30만 원 이상
M829,33,F,서울 서초구,5년 이상,주말 오전,엄격한 피드백,그룹,주 1회,1승 3패,실력 향상,시설 완비,매일,10-30만 원
M830,24,F,부산 해운대구,3-5년,주말 오전,미입력,1:1,월 1회 미만,3승 1패,실력 향상,미입력,매일,30만 원 이상
M831,46,M,서울 강남구,0-1년,주말 저녁,친절한 지도,온라인,월 2-3회,0승 2패,실력 향상,시설 완비,주 1회 미만,30만 원 이상
M832,31,F,부산 수영구,1-3년,주말 저녁,친절한 지도,온라인,월 1회 미만,,체력 증진,야외 코트,주 1회 미만,30만 원 이상
M833,26,F,서울 강남구,0-1년,주말 오전,동기부여 중심,1:1,주 1회,0승 2패,취미 유지,실내 코트,주 1회 미만,30만 원 이상
M834,32,M,서울 마포구,1-3년,평일 오전,친절한 지도,온라인,주 2회,0승 3패,취미 유지,시설 완비,매일,10-30만 원
M835,35,F,서울 서초구,3-5년,평일 오후,동기부여 중심,온라인,주 1회,0승 2패,체력 증진,접근성,주 1-2회,10-30만 원
M836,32,M,서울 영등포구,1-3년,평일 오전,엄격한 피드백,온라인,주 2회,,체력 증진,실내 코트,매일,10만 원 미만
M837,29,F,대전 서구,1-3년,주말 저녁,미입력,온라인,주 2회,3승 0패,취미 유지,야외 코트,매일,10-30만 원
M838,34,F,제주 서귀포시,1-3년,주말 오전,친절한 지도,온라인,월 2-3회,2승 3패,체력 증진,야외 코트,주 1회 미만,10-30만 원
M839,45,F,부산 수영구,1-3년,평일 오후,엄격한 피드백,1:1,주 2회,2승 0패,대회 준비,야외 코트,매일,30만 원 이상
M840,30,M,대전 서구,5년 이상,주말 오전,친절한 지도,온라인,월 2-3회,0승 2패,체력 증진,시설 완비,매일,30만 원 이상
M841,21,M,인천 연수구,1-3년,평일 오후,엄격한 피드백,1:1,월 2-3회,0승 0패,체력 증진,야외 코트,미사용,10만 원 미만
M842,41,F,인천 연수구,0-1년,평일 저녁,친절한 지도,1:1,주 2회,,실력 향상,접근성,주 1회 미만,30만 원 이상
M843,32,F,광주 북구,0-1년,평일 저녁,친절한 지도,온라인,주 1회,,대회 준비,접근성,미사용,30만 원 이상
M844,22,M,서울 서초구,0-1년,평일 오전,친절한 지도,그룹,주 2회,0승 0패,체력 증진,야외 코트,미사용,10-30만 원
M845,40,M,서울 강남구,0-1년,주말 저녁,친절한 지도,그룹,월 1회 미만,3승 3패,취미 유지,실내 코트,미사용,10-30만 원
M846,31,F,부산 해운대구,3-5년,평일 오전,동기부여 중심,온라인,월 2-3회,2승 1패,실력 향상,시설 완비,주 1-2회,30만 원 이상
M847,57,F,서울 강남구,3-5년,평일 오후,동기부여 중심,1:1,주 2회,2승 2패,실력 향상,시설 완비,주 1회 미만,10-30만 원
M848,49,M,서울 영등포구,5년 이상,평일 오후,엄격한 피드백,온라인,월 1회 미만,,취미 유지,접근성,미사용,10만 원 미만
M849,46,M,대전 서구,0-1년,평일 오후,친절한 지도,그룹,월 1회 미만,0승 1패,실력 향상,실내 코트,매일,10만 원 미만
M850,36,F,경기 성남시,0-1년,평일 오후,친절한 지도,1:1,월 2-3회,2승 2패,체력 증진,접근성,매일,10-30만 원
M851,20,F,인천 남동구,5년 이상,주말 저녁,엄격한 피드백,온라인,월 2-3회,1승 3패,실력 향상,실내 코트,주 1회 미만,10-30만 원
M852,38,M,서울 마포구,3-5년,평일 저녁,친절한 지도,그룹,월 2-3회,0승 2패,실력 향상,야외 코트,미사용,30만 원 이상
M853,24,M,부산 남구,1-3년,주말 저녁,미입력,1:1,월 1회 미만,,실력 향상,시설 완비,미사용,10-30만 원
M854,27,F,경기 성남시,0-1년,주말 오전,엄격한 피드백,1:1,주 1회,,체력 증진,접근성,매일,10-30만 원
M855,27,F,대구 수성구,3-5년,평일 오후,동기부여 중심,1:1,월 2-3회,1승 2패,실력 향상,야외 코트,주 1회 미만,10만 원 미만
M856,35,F,대구 수성구,0-1년,평일 오전,친절한 지도,온라인,주 2회,,실력 향상,실내 코트,매일,30만 원 이상
M857,45,M,대전 유성구,3-5년,평일 오후,엄격한 피드백,그룹,월 1회 미만,1승 2패,취미 유지,미입력,매일,30만 원 이상
M858,33,F,인천 연수구,5년 이상,평일 오전,엄격한 피드백,1:1,주 2회,0승 0패,대회 준비,실내 코트,주 1회 미만,10-30만 원
M859,33,M,부산 남구,3-5년,평일 저녁,동기부여 중심,1:1,주 1회,3승 1패,체력 증진,접근성,매일,30만 원 이상
M860,47,F,서울 영등포구,0-1년,주말 오전,엄격한 피드백,그룹,주 2회,3승 0패,취미 유지,시설 완비,주 1-2회,10-30만 원
M861,35,M,광주 북구,0-1년,평일 오후,친절한 지도,1:1,월 1회 미만,3승 0패,실력 향상,시설 완비,주 1-2회,10만 원 미만
M862,47,F,부산 수영구,3-5년,평일 저녁,친절한 지도,온라인,월 2-3회,2승 2패,대회 준비,접근성,주 1-2회,10-30만 원
M863,37,M,서울 강남구,1-3년,주말 오전,동기부여 중심,온라인,월 2-3회,3승 2패,체력 증진,야외 코트,주 1-2회,10만 원 미만
M864,41,F,대구 수성구,5년 이상,주말 저녁,미입력,1:1,주 1회,,체력 증진,실내 코트,주 1회 미만,30만 원 이상
M865,29,F,부산 수영구,1-3년,평일 저녁,미입력,1:1,월 2-3회,0승 3패,취미 유지,접근성,주 1회 미만,10-30만 원
M866,25,M,서울 영등포구,5년 이상,평일 저녁,동기부여 중심,1:1,주 1회,1승 0패,대회 준비,실내 코트,미사용,30만 원 이상
M867,22,M,서울 마포구,5년 이상,주말 저녁,친절한 지도,1:1,월 1회 미만,,실력 향상,시설 완비,매일,10-30만 원
M868,42,F,서울 마포구,3-5년,평일 오전,엄격한 피드백,1:1,주 1회,,실력 향상,실내 코트,미사용,30만 원 이상
M869,28,M,대구 달서구,1-3년,평일 오후,친절한 지도,그룹,월 1회 미만,,취미 유지,실내 코트,주 1-2회,10-30만 원
M870,30,F,대구 달서구,3-5년,평일 저녁,미입력,1:1,주 1회,0승 1패,취미 유지,접근성,주 1-2회,10만 원 미만
M871,42,F,강원 원주시,0-1년,평일 저녁,친절한 지도,1:1,월 2-3회,3승 3패,체력 증진,미입력,주 1-2회,10-30만 원
M872,33,F,부산 수영구,1-3년,주말 저녁,친절한 지도,온라인,월 1회 미만,0승 1패,실력 향상,실내 코트,매일,10-30만 원
M873,39,M,서울 강남구,3-5년,평일 오전,친절한 지도,그룹,주 2회,2승 3패,대회 준비,시설 완비,미사용,10만 원 미만
M874,11,F,인천 남동구,3-5년,주말 저녁,미입력,온라인,월 1회 미만,,대회 준비,접근성,주 1회 미만,10만 원 미만
M875,36,M,부산 수영구,3-5년,평일 오전,친절한 지도,온라인,주 1회,,취미 유지,접근성,미사용,10-30만 원
M876,54,F,대구 수성구,0-1년,평일 오전,친절한 지도,온라인,월 1회 미만,3승 2패,실력 향상,미입력,주 1-2회,10-30만 원
M877,30,F,서울 영등포구,3-5년,주말 오전,미입력,1:1,주 2회,2승 0패,대회 준비,실내 코트,주 1회 미만,10만 원 미만
M878,49,M,서울 서초구,1-3년,평일 오전,엄격한 피드백,그룹,월 1회 미만,1승 1패,실력 향상,미입력,미사용,10만 원 미만
M879,40,M,경기 성남시,1-3년,주말 오전,엄격한 피드백,그룹,월 2-3회,1승 2패,취미 유지,접근성,주 1-2회,10만 원 미만
M880,42,기타,서울 송파구,3-5년,평일 오후,동기부여 중심,1:1,주 2회,1승 2패,체력 증진,시설 완비,주 1회 미만,10-30만 원
M881,60,M,부산 수영구,0-1년,주말 저녁,친절한 지도,그룹,주 1회,1승 0패,체력 증진,실내 코트,미사용,10만 원 미만
M882,21,F,대구 수성구,3-5년,평일 저녁,엄격한 피드백,그룹,월 1회 미만,,실력 향상,시설 완비,주 1회 미만,10만 원 미만
M883,40,M,광주 북구,5년 이상,평일 오전,동기부여 중심,1:1,월 1회 미만,0승 1패,체력 증진,실내 코트,미사용,30만 원 이상
M884,42,M,서울 영등포구,0-1년,평일 저녁,미입력,그룹,주 2회,,체력 증진,야외 코트,미사용,10-30만 원
M885,54,M,광주 북구,1-3년,평일 오전,친절한 지도,그룹,주 2회,2승 3패,취미 유지,접근성,주 1-2회,30만 원 이상
M886,39,M,서울 강남구,0-1년,주말 오전,동기부여 중심,1:1,월 1회 미만,3승 3패,대회 준비,실내 코트,미사용,10만 원 미만
M887,43,F,서울 강남구,0-1년,평일 오후,엄격한 피드백,온라인,주 1회,0승 0패,체력 증진,시설 완비,주 1-2회,10만 원 미만
M888,47,F,경기 용인시,1-3년,평일 저녁,친절한 지도,온라인,주 1회,,체력 증진,접근성,주 1-2회,30만 원 이상
M889,44,F,경기 성남시,0-1년,주말 저녁,친절한 지도,그룹,월 2-3회,1승 3패,취미 유지,실내 코트,매일,10만 원 미만
M890,24,M,서울 서초구,5년 이상,평일 오후,엄격한 피드백,온라인,월 1회 미만,1승 1패,실력 향상,실내 코트,매일,10-30만 원
M891,39,F,부산 해운대구,1-3년,주말 오전,동기부여 중심,온라인,주 1회,1승 0패,실력 향상,실내 코트,미사용,30만 원 이상
M892,45,F,서울 송파구,5년 이상,평일 오후,동기부여 중심,온라인,주 1회,1승 1패,취미 유지,미입력,미사용,10만 원 미만
M893,31,M,서울 송파구,3-5년,평일 오후,엄격한 피드백,그룹,주 1회,2승 2패,실력 향상,미입력,주 1-2회,10-30만 원
M894,44,F,대구 달서구,5년 이상,평일 저녁,엄격한 피드백,온라인,주 1회,1승 0패,체력 증진,접근성,주 1-2회,10-30만 원
M895,44,M,서울 강남구,5년 이상,평일 오전,친절한 지도,그룹,월 1회 미만,,체력 증진,실내 코트,미사용,10-30만 원
M896,38,M,광주 북구,3-5년,평일 오후,미입력,온라인,주 1회,0승 3패,체력 증진,야외 코트,주 1-2회,30만 원 이상
M897,30,F,대전 유성구,0-1년,평일 저녁,친절한 지도,1:1,주 2회,2승 1패,대회 준비,시설 완비,주 1-2회,10-30만 원
M898,37,M,강원 원주시,0-1년,평일 저녁,엄격한 피드백,그룹,월 1회 미만,,실력 향상,시설 완비,주 1회 미만,10-30만 원
M899,48,M,강원 원주시,1-3년,평일 오후,친절한 지도,그룹,월 1회 미만,,대회 준비,야외 코트,매일,30만 원 이상
M900,49,M,경기 용인시,5년 이상,평일 오후,친절한 지도,그룹,월 2-3회,1승 0패,체력 증진,접근성,매일,10만 원 미만
M901,32,F,부산 수영구,0-1년,주말 오전,엄격한 피드백,1:1,주 1회,,대회 준비,시설 완비,매일,10-30만 원
M902,32,F,서울 강남구,5년 이상,평일 오전,친절한 지도,1:1,월 2-3회,2승 3패,체력 증진,접근성,매일,10-30만 원
M903,49,M,제주 서귀포시,5년 이상,평일 오후,미입력,온라인,주 1회,2승 2패,대회 준비,실내 코트,미사용,30만 원 이상
M904,35,F,광주 북구,0-1년,평일 오전,친절한 지도,온라인,월 2-3회,,대회 준비,접근성,미사용,10-30만 원
M905,35,M,부산 해운대구,3-5년,평일 오전,엄격한 피드백,온라인,월 2-3회,3승 1패,취미 유지,접근성,주 1회 미만,30만 원 이상
M906,36,M,서울 송파구,1-3년,주말 오전,엄격한 피드백,1:1,월 1회 미만,,취미 유지,실내 코트,미사용,10-30만 원
M907,17,M,부산 해운대구,1-3년,주말 오전,동기부여 중심,그룹,월 2-3회,,체력 증진,실내 코트,미사용,30만 원 이상
M908,44,F,서울 마포구,0-1년,평일 오전,친절한 지도,1:1,주 1회,0승 3패,취미 유지,미입력,매일,10-30만 원
M909,21,F,대전 유성구,3-5년,주말 오전,친절한 지도,그룹,월 1회 미만,0승 3패,체력 증진,접근성,주 1-2회,10만 원 미만
M910,35,M,대구 수성구,0-1년,주말 저녁,동기부여 중심,그룹,주 2회,2승 1패,취미 유지,시설 완비,매일,10-30만 원
M911,40,F,제주 서귀포시,0-1년,평일 오전,친절한 지도,온라인,주 2회,,체력 증진,야외 코트,주 1-2회,10만 원 미만
M912,35,F,강원 원주시,3-5년,주말 오전,미입력,온라인,주 1회,1승 3패,실력 향상,실내 코트,주 1-2회,30만 원 이상
M913,44,M,서울 송파구,1-3년,평일 오후,엄격한 피드백,1:1,월 1회 미만,2승 2패,체력 증진,실내 코트,주 1-2회,10만 원 미만
M914,37,F,광주 북구,0-1년,평일 오후,미입력,온라인,주 1회,,대회 준비,접근성,매일,30만 원 이상
M915,29,F,광주 북구,0-1년,평일 오전,친절한 지도,1:1,월 2-3회,3승 0패,체력 증진,야외 코트,매일,10-30만 원
M916,34,F,인천 남동구,0-1년,평일 저녁,엄격한 피드백,1:1,주 1회,3승 1패,대회 준비,시설 완비,매일,10-30만 원
M917,36,F,부산 수영구,0-1년,평일 오후,친절한 지도,그룹,월 2-3회,,대회 준비,시설 완비,주 1-2회,10만 원 미만
M918,32,F,부산 남구,3-5년,평일 오전,동기부여 중심,온라인,월 1회 미만,3승 0패,대회 준비,접근성,주 1-2회,10-30만 원
M919,29,F,서울 강남구,0-1년,평일 오전,동기부여 중심,1:1,주 2회,,실력 향상,접근성,매일,10만 원 미만
M920,37,F,대구 달서구,0-1년,평일 오후,엄격한 피드백,그룹,주 1회,,대회 준비,미입력,매일,10만 원 미만
M921,34,M,서울 강남구,0-1년,평일 오전,친절한 지도,온라인,주 1회,0승 0패,체력 증진,실내 코트,미사용,30만 원 이상
M922,23,M,경기 용인시,0-1년,평일 저녁,동기부여 중심,그룹,주 2회,,실력 향상,야외 코트,매일,30만 원 이상
M923,42,M,경기 성남시,0-1년,주말 오전,동기부여 중심,1:1,주 1회,2승 2패,체력 증진,접근성,주 1회 미만,10-30만 원
M924,58,M,서울 서초구,1-3년,주말 저녁,엄격한 피드백,그룹,월 1회 미만,2승 1패,체력 증진,실내 코트,매일,10만 원 미만
M925,45,M,경기 성남시,1-3년,평일 오후,친절한 지도,온라인,주 2회,1승 0패,실력 향상,실내 코트,주 1-2회,30만 원 이상
M926,41,F,서울 강남구,3-5년,주말 저녁,친절한 지도,온라인,주 2회,2승 1패,실력 향상,야외 코트,주 1회 미만,10만 원 미만
M927,26,M,인천 연수구,5년 이상,주말 저녁,엄격한 피드백,온라인,주 1회,2승 2패,체력 증진,미입력,주 1회 미만,10만 원 미만
M928,26,기타,서울 영등포구,1-3년,평일 오전,미입력,1:1,월 1회 미만,0승 0패,실력 향상,접근성,미사용,30만 원 이상
M929,30,F,서울 마포구,3-5년,평일 오후,동기부여 중심,1:1,주 1회,1승 2패,취미 유지,접근성,미사용,10만 원 미만
M930,48,M,대구 수성구,0-1년,평일 오전,동기부여 중심,그룹,월 2-3회,,대회 준비,미입력,매일,10-30만 원
M931,30,M,광주 북구,1-3년,평일 저녁,친절한 지도,1:1,주 2회,3승 0패,실력 향상,실내 코트,주 1회 미만,10만 원 미만
M932,40,F,강원 원주시,5년 이상,주말 오전,친절한 지도,온라인,월 2-3회,,체력 증진,시설 완비,매일,10만 원 미만
M933,39,F,대구 달서구,5년 이상,주말 저녁,엄격한 피드백,그룹,주 1회,0승 1패,체력 증진,접근성,매일,10-30만 원
M934,33,M,인천 남동구,0-1년,주말 오전,미입력,1:1,월 1회 미만,3승 1패,대회 준비,접근성,주 1회 미만,30만 원 이상
M935,45,F,부산 남구,0-1년,주말 오전,친절한 지도,1:1,월 2-3회,2승 0패,실력 향상,실내 코트,주 1-2회,30만 원 이상
M936,26,기타,서울 서초구,0-1년,주말 저녁,미입력,1:1,주 2회,1승 2패,대회 준비,시설 완비,주 1회 미만,10-30만 원
M937,46,F,서울 강남구,1-3년,평일 오후,동기부여 중심,온라인,월 2-3회,0승 0패,대회 준비,접근성,미사용,30만 원 이상
M938,39,F,서울 강남구,0-1년,평일 오전,엄격한 피드백,1:1,월 1회 미만,3승 0패,대회 준비,접근성,주 1회 미만,10만 원 미만
M939,32,F,대전 유성구,3-5년,평일 오전,친절한 지도,온라인,주 2회,2승 1패,체력 증진,야외 코트,매일,30만 원 이상
M940,48,F,강원 원주시,0-1년,평일 저녁,친절한 지도,온라인,주 1회,,실력 향상,미입력,주 1회 미만,10-30만 원
M941,34,기타,서울 서초구,3-5년,평일 오후,친절한 지도,1:1,월 1회 미만,,체력 증진,미입력,미사용,30만 원 이상
M942,35,M,서울 송파구,3-5년,주말 저녁,엄격한 피드백,그룹,월 2-3회,1승 2패,취미 유지,접근성,매일,30만 원 이상
M943,28,M,경기 성남시,3-5년,평일 오후,동기부여 중심,1:1,월 1회 미만,,체력 증진,시설 완비,주 1회 미만,10-30만 원
M944,32,F,대구 수성구,0-1년,주말 저녁,엄격한 피드백,1:1,월 1회 미만,,취미 유지,시설 완비,매일,10만 원 미만
M945,44,M,부산 해운대구,1-3년,주말 저녁,미입력,1:1,월 2-3회,,체력 증진,실내 코트,주 1-2회,10-30만 원
M946,20,F,부산 해운대구,0-1년,평일 저녁,친절한 지도,1:1,주 2회,,대회 준비,실내 코트,주 1-2회,10-30만 원
M947,44,M,대구 달서구,5년 이상,주말 오전,엄격한 피드백,온라인,주 2회,3승 3패,체력 증진,시설 완비,미사용,10만 원 미만
M948,39,M,대구 수성구,0-1년,평일 오후,친절한 지도,그룹,월 2-3회,,실력 향상,실내 코트,주 1-2회,10만 원 미만
M949,26,F,부산 해운대구,0-1년,주말 저녁,동기부여 중심,온라인,주 2회,1승 2패,체력 증진,야외 코트,주 1-2회,10-30만 원
M950,49,F,인천 남동구,1-3년,평일 오후,동기부여 중심,온라인,월 1회 미만,1승 3패,대회 준비,야외 코트,매일,10-30만 원
M951,33,M,서울 영등포구,3-5년,평일 저녁,친절한 지도,1:1,월 2-3회,1승 1패,대회 준비,미입력,매일,10만 원 미만
M952,51,M,서울 영등포구,5년 이상,주말 저녁,친절한 지도,1:1,주 1회,,대회 준비,접근성,주 1회 미만,30만 원 이상
